time,gFx,gFy,gFz,gFTotal
0.006749153137207031,0.01824951171875,-0.032257080078125,-1.0101776123046875,1.011
0.03233623504638672,0.018798828125,-0.0469818115234375,-0.983673095703125,0.985
0.03393912315368652,0.018798828125,-0.0469818115234375,-0.983673095703125,0.985
0.03522300720214844,0.018798828125,-0.0469818115234375,-0.983673095703125,0.985
0.0423431396484375,0.016326904296875,-0.03564453125,-1.011993408203125,1.013
0.05225014686584473,0.0108795166015625,-0.029388427734375,-1.022064208984375,1.023
0.06306028366088867,0.009063720703125,-0.032745361328125,-0.9987945556640625,0.999
0.07278633117675781,0.008087158203125,-0.041748046875,-0.9712066650390625,0.972
0.08285808563232422,0.004302978515625,-0.04791259765625,-0.9656524658203125,0.967
0.09339332580566406,0.0026397705078125,-0.0501861572265625,-0.9841461181640625,0.985
0.10329627990722656,0.0066986083984375,-0.0485076904296875,-0.9976043701171875,0.999
0.13449621200561523,0.020843505859375,-0.046356201171875,-0.97064208984375,0.972
0.13501214981079102,0.020843505859375,-0.046356201171875,-0.97064208984375,0.972
0.1355571746826172,0.020843505859375,-0.046356201171875,-0.97064208984375,0.972
0.1421523094177246,0.0221405029296875,-0.047027587890625,-0.9755401611328125,0.977
0.1528782844543457,0.022430419921875,-0.0465240478515625,-0.9842987060546875,0.986
0.16246509552001953,0.019073486328125,-0.0464630126953125,-0.9920654296875,0.993
0.1726212501525879,0.01568603515625,-0.0464324951171875,-0.992095947265625,0.993
0.1829512119293213,0.011138916015625,-0.0468292236328125,-0.989227294921875,0.99
0.1932361125946045,0.0096435546875,-0.048553466796875,-0.985809326171875,0.987
0.20322918891906738,0.011444091796875,-0.0490875244140625,-0.9843292236328125,0.986
0.23770618438720703,0.014190673828125,-0.049591064453125,-0.981903076171875,0.983
0.23822927474975586,0.014190673828125,-0.049591064453125,-0.981903076171875,0.983
0.23874902725219727,0.014190673828125,-0.049591064453125,-0.981903076171875,0.983
0.24227428436279297,0.0126953125,-0.047576904296875,-0.9835662841796875,0.985
0.254364013671875,0.0111541748046875,-0.046356201171875,-0.9882049560546875,0.989
0.26241111755371094,0.01007080078125,-0.0447998046875,-0.99066162109375,0.992
0.27282214164733887,0.0092315673828125,-0.045928955078125,-0.9899139404296875,0.991
0.282764196395874,0.0086822509765625,-0.0489349365234375,-0.986297607421875,0.988
0.29286718368530273,0.009490966796875,-0.0485992431640625,-0.9846649169921875,0.986
0.3030400276184082,0.010589599609375,-0.0462493896484375,-0.9831695556640625,0.984
0.3374452590942383,0.012725830078125,-0.046173095703125,-0.983917236328125,0.985
0.33800220489501953,0.012725830078125,-0.046173095703125,-0.983917236328125,0.985
0.3385131359100342,0.012725830078125,-0.046173095703125,-0.983917236328125,0.985
0.3418881893157959,0.011749267578125,-0.047576904296875,-0.987701416015625,0.989
0.3536841869354248,0.0117950439453125,-0.0482940673828125,-0.988189697265625,0.989
0.3621082305908203,0.0114288330078125,-0.0477142333984375,-0.9869537353515625,0.988
0.37274599075317383,0.0128021240234375,-0.046417236328125,-0.98419189453125,0.985
0.3828592300415039,0.0140838623046875,-0.045074462890625,-0.981201171875,0.982
0.39286231994628906,0.0124969482421875,-0.045166015625,-0.982147216796875,0.983
0.40274715423583984,0.0106353759765625,-0.0448760986328125,-0.98431396484375,0.985
0.43470001220703125,0.0084075927734375,-0.04364013671875,-0.9880218505859375,0.989
0.4352240562438965,0.0084075927734375,-0.04364013671875,-0.9880218505859375,0.989
0.4357271194458008,0.0084075927734375,-0.04364013671875,-0.9880218505859375,0.989
0.4415872097015381,0.007568359375,-0.0437164306640625,-0.987457275390625,0.988
0.4544541835784912,0.0088958740234375,-0.043670654296875,-0.9851837158203125,0.986
0.46186208724975586,0.0099639892578125,-0.0439605712890625,-0.9853057861328125,0.986
0.47246503829956055,0.0120086669921875,-0.0441741943359375,-0.984466552734375,0.986
0.48256421089172363,0.0142822265625,-0.04388427734375,-0.9832916259765625,0.984
0.4924492835998535,0.0135040283203125,-0.0427093505859375,-0.982696533203125,0.984
0.5035881996154785,0.01220703125,-0.0412750244140625,-0.9827423095703125,0.984
0.5359921455383301,0.008392333984375,-0.0436553955078125,-0.9847564697265625,0.986
0.5365581512451172,0.008392333984375,-0.0436553955078125,-0.9847564697265625,0.986
0.537074089050293,0.008392333984375,-0.0436553955078125,-0.9847564697265625,0.986
0.541438102722168,0.008087158203125,-0.04296875,-0.984954833984375,0.986
0.5549793243408203,0.00787353515625,-0.044708251953125,-0.9857330322265625,0.987
0.5619029998779297,0.0086822509765625,-0.04681396484375,-0.9843292236328125,0.985
0.5725650787353516,0.0108184814453125,-0.04925537109375,-0.9857025146484375,0.987
0.5824370384216309,0.0120697021484375,-0.0495452880859375,-0.9875946044921875,0.989
0.5927772521972656,0.0114288330078125,-0.0493316650390625,-0.98602294921875,0.987
0.6032853126525879,0.01153564453125,-0.0485076904296875,-0.9869842529296875,0.988
0.6338491439819336,0.0104827880859375,-0.05108642578125,-0.9833526611328125,0.985
0.6343669891357422,0.0104827880859375,-0.05108642578125,-0.9833526611328125,0.985
0.6348731517791748,0.0104827880859375,-0.05108642578125,-0.9833526611328125,0.985
0.641456127166748,0.008880615234375,-0.05255126953125,-0.98590087890625,0.987
0.654813289642334,0.0072174072265625,-0.0536651611328125,-0.985870361328125,0.987
0.6616783142089844,0.00762939453125,-0.0544586181640625,-0.98577880859375,0.987
0.6723723411560059,0.00946044921875,-0.054534912109375,-0.9851837158203125,0.987
0.6823601722717285,0.0106048583984375,-0.0530548095703125,-0.984161376953125,0.986
0.6926321983337402,0.0126495361328125,-0.0524139404296875,-0.9834747314453125,0.985
0.7033720016479492,0.0131683349609375,-0.05303955078125,-0.98394775390625,0.985
0.7187042236328125,0.014007568359375,-0.051422119140625,-0.9834442138671875,0.985
0.7368812561035156,0.0124359130859375,-0.05523681640625,-0.984954833984375,0.987
