time,gFx,gFy,gFz,gFTotal
0.004446983337402344,0.0365447998046875,0.02117919921875,-1.003143310546875,1.004
0.012499094009399414,0.03533935546875,0.021881103515625,-0.9871826171875,0.988
0.022449016571044922,0.03582763671875,0.02197265625,-0.9963226318359375,0.997
0.03298687934875488,0.039306640625,0.0257110595703125,-1.00067138671875,1.002
0.04298806190490723,0.037322998046875,0.0289306640625,-0.99835205078125,0.999
0.05577492713928223,0.0370330810546875,0.024871826171875,-0.997314453125,0.998
0.0630948543548584,0.0380096435546875,0.0193328857421875,-1.00213623046875,1.003
0.08686184883117676,0.034332275390625,0.0150146484375,-0.9799346923828125,0.981
0.08720088005065918,0.034332275390625,0.0150146484375,-0.9799346923828125,0.981
0.0922400951385498,0.0328369140625,0.0187530517578125,-0.9963226318359375,0.997
0.10287594795227051,0.0323333740234375,0.0243682861328125,-0.998199462890625,0.999
0.11213493347167969,0.0388336181640625,0.027679443359375,-1.000030517578125,1.001
0.12276387214660645,0.04095458984375,0.02655029296875,-1.0050506591796875,1.006
0.13222813606262207,0.04168701171875,0.0236358642578125,-1.0065460205078125,1.008
0.14236903190612793,0.042022705078125,0.023284912109375,-0.998748779296875,1.0
0.15610909461975098,0.0417022705078125,0.0222930908203125,-1.002777099609375,1.004
0.16241192817687988,0.0406036376953125,0.0253753662109375,-1.00018310546875,1.001
0.18772196769714355,0.03558349609375,0.0240936279296875,-0.9949188232421875,0.996
0.18814992904663086,0.03558349609375,0.0240936279296875,-0.9949188232421875,0.996
0.19161391258239746,0.0318450927734375,0.0200958251953125,-0.99578857421875,0.997
0.20267796516418457,0.030792236328125,0.0179901123046875,-0.988311767578125,0.989
0.21164393424987793,0.03350830078125,0.0169830322265625,-0.991180419921875,0.992
0.22219586372375488,0.0366973876953125,0.01751708984375,-0.9981689453125,0.999
0.23195600509643555,0.0394134521484375,0.0223388671875,-1.0000457763671875,1.001
0.2424018383026123,0.0367431640625,0.027069091796875,-0.9953460693359375,0.996
0.25593996047973633,0.0377655029296875,0.027923583984375,-0.9842987060546875,0.985
0.26191210746765137,0.041290283203125,0.024627685546875,-0.9852142333984375,0.986
0.2876927852630615,0.041290283203125,0.0239715576171875,-1.0073394775390625,1.008
0.2880270481109619,0.041290283203125,0.0239715576171875,-1.0073394775390625,1.008
0.2913939952850342,0.047607421875,0.02679443359375,-1.0063934326171875,1.008
0.3037688732147217,0.05615234375,0.0301361083984375,-1.013824462890625,1.016
0.31120991706848145,0.0557098388671875,0.02703857421875,-1.01605224609375,1.018
0.3219759464263916,0.05181884765625,0.0228118896484375,-1.00347900390625,1.005
0.3315739631652832,0.0435943603515625,0.0222320556640625,-0.995330810546875,0.997
0.3420441150665283,0.033599853515625,0.02032470703125,-0.9922943115234375,0.993
0.35549497604370117,0.029754638671875,0.0196990966796875,-0.9863128662109375,0.987
0.36197495460510254,0.03131103515625,0.02130126953125,-0.9830169677734375,0.984
0.38793301582336426,0.03680419921875,0.023162841796875,-0.997833251953125,0.999
0.38839292526245117,0.03680419921875,0.023162841796875,-0.997833251953125,0.999
0.39078402519226074,0.0378265380859375,0.0228424072265625,-1.004608154296875,1.006
0.4046049118041992,0.0318145751953125,0.02642822265625,-1.0022430419921875,1.003
0.4108419418334961,0.0267486572265625,0.029052734375,-0.989410400390625,0.99
0.42136502265930176,0.0317230224609375,0.0267791748046875,-0.9763031005859375,0.977
0.4312269687652588,0.0419158935546875,0.0269012451171875,-0.9891510009765625,0.99
0.44150280952453613,0.043060302734375,0.0236968994140625,-0.99871826171875,1.0
0.4562549591064453,0.0395660400390625,0.0234527587890625,-0.995849609375,0.997
0.4611399173736572,0.033355712890625,0.0227508544921875,-0.998748779296875,1.0
