time,gFx,gFy,gFz,gFTotal
0.005814075469970703,-0.185272216796875,-0.06524658203125,-0.9835357666015625,1.003
0.012331962585449219,-0.184967041015625,-0.063629150390625,-0.981903076171875,1.001
0.022490978240966797,-0.1817474365234375,-0.0632781982421875,-0.985595703125,1.004
0.03350210189819336,-0.178863525390625,-0.0650482177734375,-0.9835205078125,1.002
0.04437398910522461,-0.177032470703125,-0.068878173828125,-0.980438232421875,0.999
0.06384992599487305,-0.1789703369140625,-0.0712127685546875,-0.977386474609375,0.996
0.06465387344360352,-0.1789703369140625,-0.0712127685546875,-0.977386474609375,0.996
0.07271289825439453,-0.17254638671875,-0.06671142578125,-0.9853973388671875,1.003
0.0835871696472168,-0.16693115234375,-0.0678558349609375,-0.9950408935546875,1.011
0.09277200698852539,-0.1598663330078125,-0.0724639892578125,-0.9912567138671875,1.007
0.10272097587585449,-0.1542816162109375,-0.07794189453125,-0.9874725341796875,1.002
0.11324000358581543,-0.1599273681640625,-0.07781982421875,-0.9854583740234375,1.001
0.12439703941345215,-0.1759796142578125,-0.07611083984375,-0.98260498046875,1.001
0.13392305374145508,-0.192352294921875,-0.072723388671875,-0.9854278564453125,1.007
0.1463470458984375,-0.200958251953125,-0.070587158203125,-0.989715576171875,1.012
0.16524505615234375,-0.191253662109375,-0.0739593505859375,-0.9957733154296875,1.017
0.16636085510253906,-0.191253662109375,-0.0739593505859375,-0.9957733154296875,1.017
0.17309284210205078,-0.177764892578125,-0.0697479248046875,-0.994476318359375,1.013
0.1840958595275879,-0.161834716796875,-0.069000244140625,-0.9856109619140625,1.001
0.1933140754699707,-0.154998779296875,-0.067047119140625,-0.9760894775390625,0.991
0.20377802848815918,-0.161712646484375,-0.06842041015625,-0.9649200439453125,0.981
0.2137608528137207,-0.1735382080078125,-0.070831298828125,-0.9619293212890625,0.98
0.22446012496948242,-0.1865386962890625,-0.0787506103515625,-0.982086181640625,1.003
0.2342989444732666,-0.2008514404296875,-0.0837249755859375,-0.99090576171875,1.015
0.24625301361083984,-0.2064208984375,-0.0841522216796875,-1.003509521484375,1.028
0.26566100120544434,-0.1954345703125,-0.07513427734375,-0.9787139892578125,1.001
0.2667398452758789,-0.1954345703125,-0.07513427734375,-0.9787139892578125,1.001
0.27356600761413574,-0.1879119873046875,-0.072662353515625,-0.9755401611328125,0.996
0.2855849266052246,-0.1807403564453125,-0.074615478515625,-0.979339599609375,0.999
0.2938098907470703,-0.180267333984375,-0.0758209228515625,-0.983551025390625,1.003
0.3042259216308594,-0.182525634765625,-0.0750274658203125,-0.9882049560546875,1.008
0.314241886138916,-0.1834564208984375,-0.07696533203125,-0.9995574951171875,1.019
0.32463788986206055,-0.181488037109375,-0.07257080078125,-0.997283935546875,1.016
0.3346281051635742,-0.1781005859375,-0.0682830810546875,-0.9919281005859375,1.01
0.3467888832092285,-0.1684722900390625,-0.06866455078125,-0.9915924072265625,1.008
0.3658151626586914,-0.1577301025390625,-0.0740966796875,-0.9889373779296875,1.004
0.3668980598449707,-0.1577301025390625,-0.0740966796875,-0.9889373779296875,1.004
0.37389612197875977,-0.1580810546875,-0.0743865966796875,-0.98944091796875,1.005
0.3854508399963379,-0.160858154296875,-0.0785064697265625,-0.9867706298828125,1.003
0.39528417587280273,-0.1655731201171875,-0.0833282470703125,-0.98773193359375,1.005
0.40474605560302734,-0.17132568359375,-0.08599853515625,-1.003662109375,1.022
0.4147469997406006,-0.1700592041015625,-0.08087158203125,-1.0064697265625,1.024
0.42508983612060547,-0.166351318359375,-0.07000732421875,-0.9927215576171875,1.009
0.4349660873413086,-0.167449951171875,-0.064666748046875,-0.9737548828125,0.99
0.4471299648284912,-0.1721649169921875,-0.066558837890625,-0.96319580078125,0.981
0.46657896041870117,-0.1815338134765625,-0.07696533203125,-0.97650146484375,0.996
0.46765899658203125,-0.1815338134765625,-0.07696533203125,-0.97650146484375,0.996
0.47513389587402344,-0.186767578125,-0.0804595947265625,-0.9941864013671875,1.015
0.48631811141967773,-0.196258544921875,-0.0825653076171875,-1.0091705322265625,1.031
0.49468183517456055,-0.199493408203125,-0.0812835693359375,-1.0095977783203125,1.032
0.5049920082092285,-0.1950225830078125,-0.08050537109375,-0.9977569580078125,1.02
0.5151901245117188,-0.18304443359375,-0.0741729736328125,-0.980804443359375,1.0
0.5255279541015625,-0.167327880859375,-0.0685577392578125,-0.9720611572265625,0.989
